VALOR,;VIGENCIADESDE;VIGENCIAHASTA
$2,535.91,;13/06/15;16/06/15
$2,538.55,;12/06/15;12/06/15
$2,523.00,;11/06/15;11/06/15
$2,569.17,;10/06/15;10/06/15
$2,623.66,;6/06/15;9/06/15
$2,588.56,;5/06/15;5/06/15
$2,571.92,;4/06/15;4/06/15
$2,554.44,;3/06/15;3/06/15
$2,549.29,;2/06/15;2/06/15
$2,533.79,;30/05/15;1/06/15
$2,549.97,;29/05/15;29/05/15
$2,548.13,;28/05/15;28/05/15
$2,542.53,;27/05/15;27/05/15
$2,500.22,;23/05/15;26/05/15
$2,489.39,;22/05/15;22/05/15
$2,503.37,;21/05/15;21/05/15
$2,475.45,;20/05/15;20/05/15
$2,417.01,;16/05/15;19/05/15
$2,389.49,;15/05/15;15/05/15
$2,377.87,;14/05/15;14/05/15
$2,386.77,;13/05/15;13/05/15
$2,381.53,;12/05/15;12/05/15
$2,360.58,;9/05/15;11/05/15
$2,369.23,;8/05/15;8/05/15
$2,362.41,;7/05/15;7/05/15
$2,386.72,;6/05/15;6/05/15
$2,408.17,;5/05/15;5/05/15
$2,393.58,;1/05/15;4/05/15
$2,388.06,;30/04/15;30/04/15
$2,393.42,;29/04/15;29/04/15
$2,419.81,;28/04/15;28/04/15
$2,461.17,;25/04/15;27/04/15
$2,471.21,;24/04/15;24/04/15
$2,488.50,;23/04/15;23/04/15
$2,469.03,;22/04/15;22/04/15
$2,487.07,;21/04/15;21/04/15
$2,495.01,;18/04/15;20/04/15
$2,493.93,;17/04/15;17/04/15
$2,534.63,;16/04/15;16/04/15
$2,550.83,;15/04/15;15/04/15
$2,537.33,;14/04/15;14/04/15
$2,516.08,;11/04/15;13/04/15
$2,494.77,;10/04/15;10/04/15
$2,490.90,;9/04/15;9/04/15
$2,518.05,;8/04/15;8/04/15
$2,522.71,;7/04/15;7/04/15
$2,576.41,;2/04/15;6/04/15
$2,598.36,;1/04/15;1/04/15
$2,576.05,;31/03/15;31/03/15
$2,556.85,;28/03/15;30/03/15
$2,551.30,;27/03/15;27/03/15
$2,535.55,;26/03/15;26/03/15
$2,526.79,;25/03/15;25/03/15
$2,587.71,;21/03/15;24/03/15
$2,613.38,;20/03/15;20/03/15
$2,651.49,;19/03/15;19/03/15
$2,677.97,;18/03/15;18/03/15
$2,675.08,;17/03/15;17/03/15
$2,661.52,;14/03/15;16/03/15
$2,610.08,;13/03/15;13/03/15
$2,633.65,;12/03/15;12/03/15
$2,618.79,;11/03/15;11/03/15
$2,592.86,;10/03/15;10/03/15
$2,565.61,;7/03/15;9/03/15
$2,543.47,;6/03/15;6/03/15
$2,565.90,;5/03/15;5/03/15
$2,555.08,;4/03/15;4/03/15
$2,522.03,;3/03/15;3/03/15
$2,496.99,;28/02/15;2/03/15
$2,484.58,;27/02/15;27/02/15
$2,489.41,;26/02/15;26/02/15
$2,500.59,;25/02/15;25/02/15
$2,489.81,;24/02/15;24/02/15
$2,455.54,;21/02/15;23/02/15
$2,445.16,;20/02/15;20/02/15
$2,429.71,;19/02/15;19/02/15
$2,416.37,;18/02/15;18/02/15
$2,376.23,;14/02/15;17/02/15
$2,401.03,;13/02/15;13/02/15
$2,416.61,;12/02/15;12/02/15
$2,380.79,;11/02/15;11/02/15
$2,371.31,;10/02/15;10/02/15
$2,384.76,;7/02/15;9/02/15
$2,384.53,;6/02/15;6/02/15
$2,381.91,;5/02/15;5/02/15
$2,374.72,;4/02/15;4/02/15
$2,407.29,;3/02/15;3/02/15
$2,441.10,;31/01/15;2/02/15
$2,397.35,;30/01/15;30/01/15
$2,362.42,;29/01/15;29/01/15
$2,381.11,;28/01/15;28/01/15
$2,386.28,;27/01/15;27/01/15
$2,386.50,;24/01/15;26/01/15
$2,370.75,;23/01/15;23/01/15
$2,361.54,;22/01/15;22/01/15
$2,373.44,;21/01/15;21/01/15
$2,383.91,;17/01/15;20/01/15
$2,398.91,;16/01/15;16/01/15
$2,438.79,;15/01/15;15/01/15
$2,442.03,;14/01/15;14/01/15
$2,406.71,;10/01/15;13/01/15
$2,405.03,;9/01/15;9/01/15
$2,434.31,;8/01/15;8/01/15
$2,452.11,;7/01/15;7/01/15
$2,412.82,;6/01/15;6/01/15
$2,383.37,;3/01/15;5/01/15
$2,392.46,;31/12/14;2/01/15
$2,378.56,;30/12/14;30/12/14
$2,358.46,;27/12/14;29/12/14
$2,346.90,;25/12/14;26/12/14
$2,342.57,;24/12/14;24/12/14
$2,316.93,;23/12/14;23/12/14
$2,297.14,;20/12/14;22/12/14
$2,334.98,;19/12/14;19/12/14
$2,412.79,;18/12/14;18/12/14
$2,446.35,;17/12/14;17/12/14
$2,414.39,;16/12/14;16/12/14
$2,405.31,;13/12/14;15/12/14
$2,423.56,;12/12/14;12/12/14
$2,381.96,;11/12/14;11/12/14
$2,350.01,;10/12/14;10/12/14
$2,304.12,;6/12/14;9/12/14
$2,284.24,;5/12/14;5/12/14
$2,286.03,;4/12/14;4/12/14
$2,293.47,;3/12/14;3/12/14
$2,252.36,;2/12/14;2/12/14
$2,206.19,;29/11/14;1/12/14
$2,165.15,;27/11/14;28/11/14
$2,162.15,;26/11/14;26/11/14
$2,158.12,;25/11/14;25/11/14
$2,142.02,;22/11/14;24/11/14
$2,156.93,;21/11/14;21/11/14
$2,156.73,;20/11/14;20/11/14
$2,158.58,;19/11/14;19/11/14
$2,160.47,;15/11/14;18/11/14
$2,133.03,;14/11/14;14/11/14
$2,115.59,;13/11/14;13/11/14
$2,103.12,;11/11/14;12/11/14
$2,103.25,;8/11/14;10/11/14
$2,086.86,;7/11/14;7/11/14
$2,081.24,;6/11/14;6/11/14
$2,076.99,;5/11/14;5/11/14
$2,061.92,;1/11/14;4/11/14
$2,050.52,;31/10/14;31/10/14
$2,044.55,;30/10/14;30/10/14
$2,055.43,;29/10/14;29/10/14
$2,069.72,;28/10/14;28/10/14
$2,065.38,;25/10/14;27/10/14
$2,053.39,;24/10/14;24/10/14
$2,049.90,;23/10/14;23/10/14
$2,048.44,;22/10/14;22/10/14
$2,065.82,;21/10/14;21/10/14
$2,064.43,;18/10/14;20/10/14
$2,074.40,;17/10/14;17/10/14
$2,057.70,;16/10/14;16/10/14
$2,049.66,;15/10/14;15/10/14
$2,052.96,;11/10/14;14/10/14
$2,041.71,;10/10/14;10/10/14
$2,040.31,;9/10/14;9/10/14
$2,026.90,;8/10/14;8/10/14
$2,028.03,;7/10/14;7/10/14
$2,026.20,;4/10/14;6/10/14
$2,021.49,;3/10/14;3/10/14
$2,025.75,;2/10/14;2/10/14
$2,022.00,;1/10/14;1/10/14
$2,028.48,;30/09/14;30/09/14
$2,023.89,;27/09/14;29/09/14
$2,019.76,;26/09/14;26/09/14
$2,007.48,;25/09/14;25/09/14
$1,997.91,;24/09/14;24/09/14
$1,992.68,;23/09/14;23/09/14
$1,966.89,;20/09/14;22/09/14
$1,975.42,;19/09/14;19/09/14
$1,975.47,;18/09/14;18/09/14
$1,978.08,;17/09/14;17/09/14
$1,987.71,;16/09/14;16/09/14
$1,994.97,;13/09/14;15/09/14
$1,979.97,;12/09/14;12/09/14
$1,975.82,;11/09/14;11/09/14
$1,962.84,;10/09/14;10/09/14
$1,942.03,;9/09/14;9/09/14
$1,935.25,;6/09/14;8/09/14
$1,931.45,;5/09/14;5/09/14
$1,924.67,;4/09/14;4/09/14
$1,931.49,;3/09/14;3/09/14
$1,918.62,;30/08/14;2/09/14
$1,935.04,;29/08/14;29/08/14
$1,926.92,;28/08/14;28/08/14
$1,928.67,;27/08/14;27/08/14
$1,932.39,;26/08/14;26/08/14
$1,924.40,;23/08/14;25/08/14
$1,919.84,;22/08/14;22/08/14
$1,912.43,;21/08/14;21/08/14
$1,894.27,;20/08/14;20/08/14
$1,884.81,;16/08/14;19/08/14
$1,877.77,;15/08/14;15/08/14
$1,883.33,;14/08/14;14/08/14
$1,877.40,;13/08/14;13/08/14
$1,881.62,;12/08/14;12/08/14
$1,891.59,;9/08/14;11/08/14
$1,888.51,;7/08/14;8/08/14
$1,892.35,;6/08/14;6/08/14
$1,878.68,;5/08/14;5/08/14
$1,873.65,;2/08/14;4/08/14
$1,878.75,;1/08/14;1/08/14
$1,872.43,;31/07/14;31/07/14
$1,853.30,;30/07/14;30/07/14
$1,850.61,;29/07/14;29/07/14
$1,848.56,;26/07/14;28/07/14
$1,846.12,;25/07/14;25/07/14
$1,847.85,;24/07/14;24/07/14
$1,848.98,;23/07/14;23/07/14
$1,861.28,;22/07/14;22/07/14
$1,871.87,;19/07/14;21/07/14
$1,872.27,;18/07/14;18/07/14
$1,868.41,;17/07/14;17/07/14
$1,867.88,;16/07/14;16/07/14
$1,857.93,;15/07/14;15/07/14
$1,852.57,;12/07/14;14/07/14
$1,858.47,;11/07/14;11/07/14
$1,859.94,;10/07/14;10/07/14
$1,854.24,;9/07/14;9/07/14
$1,849.28,;8/07/14;8/07/14
$1,848.91,;4/07/14;7/07/14
$1,856.73,;3/07/14;3/07/14
$1,865.42,;2/07/14;2/07/14
$1,881.19,;28/06/14;1/07/14
$1,886.01,;27/06/14;27/06/14
$1,880.37,;26/06/14;26/06/14
$1,886.85,;25/06/14;25/06/14
$1,884.56,;21/06/14;24/06/14
$1,881.34,;20/06/14;20/06/14
$1,895.92,;19/06/14;19/06/14
$1,899.90,;18/06/14;18/06/14
$1,886.62,;17/06/14;17/06/14
$1,877.37,;14/06/14;16/06/14
$1,877.18,;13/06/14;13/06/14
$1,884.63,;12/06/14;12/06/14
$1,884.97,;11/06/14;11/06/14
$1,883.76,;10/06/14;10/06/14
$1,886.09,;7/06/14;9/06/14
$1,892.08,;6/06/14;6/06/14
$1,897.70,;5/06/14;5/06/14
$1,899.74,;4/06/14;4/06/14
$1,900.64,;31/05/14;3/06/14
$1,905.96,;30/05/14;30/05/14
$1,910.80,;29/05/14;29/05/14
$1,917.34,;28/05/14;28/05/14
$1,905.53,;24/05/14;27/05/14
$1,905.80,;23/05/14;23/05/14
$1,911.33,;22/05/14;22/05/14
$1,920.41,;21/05/14;21/05/14
$1,921.16,;20/05/14;20/05/14
$1,925.41,;17/05/14;19/05/14
$1,927.80,;16/05/14;16/05/14
$1,925.31,;15/05/14;15/05/14
$1,919.70,;14/05/14;14/05/14
$1,904.85,;13/05/14;13/05/14
$1,901.51,;10/05/14;12/05/14
$1,902.15,;9/05/14;9/05/14
$1,912.97,;8/05/14;8/05/14
$1,918.20,;7/05/14;7/05/14
$1,923.07,;6/05/14;6/05/14
$1,926.30,;3/05/14;5/05/14
$1,933.46,;1/05/14;2/05/14
$1,935.14,;30/04/14;30/04/14
$1,936.13,;29/04/14;29/04/14
$1,942.37,;26/04/14;28/04/14
$1,936.07,;25/04/14;25/04/14
$1,936.63,;24/04/14;24/04/14
$1,929.66,;23/04/14;23/04/14
$1,921.75,;22/04/14;22/04/14
$1,930.62,;17/04/14;21/04/14
$1,932.42,;16/04/14;16/04/14
$1,926.47,;15/04/14;15/04/14
$1,927.28,;12/04/14;14/04/14
$1,920.93,;11/04/14;11/04/14
$1,931.09,;10/04/14;10/04/14
$1,923.95,;9/04/14;9/04/14
$1,937.59,;8/04/14;8/04/14
$1,951.85,;5/04/14;7/04/14
$1,966.40,;4/04/14;4/04/14
$1,963.51,;3/04/14;3/04/14
$1,966.02,;2/04/14;2/04/14
$1,969.45,;1/04/14;1/04/14
$1,965.32,;29/03/14;31/03/14
$1,965.64,;28/03/14;28/03/14
$1,973.03,;27/03/14;27/03/14
$1,978.63,;26/03/14;26/03/14
$1,993.85,;22/03/14;25/03/14
$1,998.60,;21/03/14;21/03/14
$2,017.38,;20/03/14;20/03/14
$2,034.86,;19/03/14;19/03/14
$2,035.16,;18/03/14;18/03/14
$2,044.58,;15/03/14;17/03/14
$2,044.48,;14/03/14;14/03/14
$2,047.59,;13/03/14;13/03/14
$2,043.59,;12/03/14;12/03/14
$2,042.78,;11/03/14;11/03/14
$2,036.20,;8/03/14;10/03/14
$2,030.02,;7/03/14;7/03/14
$2,045.14,;6/03/14;6/03/14
$2,047.75,;5/03/14;5/03/14
$2,052.51,;4/03/14;4/03/14
$2,046.75,;1/03/14;3/03/14
$2,054.90,;28/02/14;28/02/14
$2,053.11,;27/02/14;27/02/14
$2,045.45,;26/02/14;26/02/14
$2,042.67,;25/02/14;25/02/14
$2,043.96,;22/02/14;24/02/14
$2,052.46,;21/02/14;21/02/14
$2,042.22,;20/02/14;20/02/14
$2,028.54,;19/02/14;19/02/14
$2,022.68,;15/02/14;18/02/14
$2,032.99,;14/02/14;14/02/14
$2,031.75,;13/02/14;13/02/14
$2,041.61,;12/02/14;12/02/14
$2,048.55,;11/02/14;11/02/14
$2,046.06,;8/02/14;10/02/14
$2,049.52,;7/02/14;7/02/14
$2,048.75,;6/02/14;6/02/14
$2,041.34,;5/02/14;5/02/14
$2,039.85,;4/02/14;4/02/14
$2,021.10,;1/02/14;3/02/14
$2,008.26,;31/01/14;31/01/14
$2,013.17,;30/01/14;30/01/14
$2,000.56,;29/01/14;29/01/14
$1,997.91,;28/01/14;28/01/14
$2,000.48,;25/01/14;27/01/14
$1,993.23,;24/01/14;24/01/14
$1,983.48,;23/01/14;23/01/14
$1,981.98,;22/01/14;22/01/14
$1,957.86,;18/01/14;21/01/14
$1,947.15,;17/01/14;17/01/14
$1,941.45,;16/01/14;16/01/14
$1,932.59,;15/01/14;15/01/14
$1,924.79,;14/01/14;14/01/14
$1,926.55,;11/01/14;13/01/14
$1,934.88,;10/01/14;10/01/14
$1,933.24,;9/01/14;9/01/14
$1,930.45,;8/01/14;8/01/14
$1,936.92,;4/01/14;7/01/14
$1,938.89,;3/01/14;3/01/14
$1,926.83,;31/12/13;2/01/14
$1,922.56,;28/12/13;30/12/13
$1,921.22,;27/12/13;27/12/13
$1,922.76,;25/12/13;26/12/13
$1,925.45,;24/12/13;24/12/13
$1,935.93,;21/12/13;23/12/13
$1,943.46,;20/12/13;20/12/13
$1,945.60,;19/12/13;19/12/13
$1,936.14,;18/12/13;18/12/13
$1,934.95,;17/12/13;17/12/13
$1,930.87,;14/12/13;16/12/13
$1,935.89,;13/12/13;13/12/13
$1,935.61,;12/12/13;12/12/13
$1,933.52,;11/12/13;11/12/13
$1,932.71,;10/12/13;10/12/13
$1,936.33,;7/12/13;9/12/13
$1,940.26,;6/12/13;6/12/13
$1,948.48,;5/12/13;5/12/13
$1,941.01,;4/12/13;4/12/13
$1,934.16,;3/12/13;3/12/13
$1,931.88,;30/11/13;2/12/13
$1,928.25,;28/11/13;29/11/13
$1,926.74,;27/11/13;27/11/13
$1,926.99,;26/11/13;26/11/13
$1,929.13,;23/11/13;25/11/13
$1,932.42,;22/11/13;22/11/13
$1,923.19,;21/11/13;21/11/13
$1,919.20,;20/11/13;20/11/13
$1,915.37,;19/11/13;19/11/13
$1,919.89,;16/11/13;18/11/13
$1,929.24,;15/11/13;15/11/13
$1,932.03,;14/11/13;14/11/13
$1,928.96,;13/11/13;13/11/13
$1,932.77,;9/11/13;12/11/13
$1,924.87,;8/11/13;8/11/13
$1,916.80,;7/11/13;7/11/13
$1,916.22,;6/11/13;6/11/13
$1,901.22,;2/11/13;5/11/13
$1,889.16,;1/11/13;1/11/13
$1,884.06,;31/10/13;31/10/13
$1,883.42,;30/10/13;30/10/13
$1,884.43,;29/10/13;29/10/13
$1,882.34,;26/10/13;28/10/13
$1,882.11,;25/10/13;25/10/13
$1,883.14,;24/10/13;24/10/13
$1,879.46,;23/10/13;23/10/13
$1,885.52,;22/10/13;22/10/13
$1,879.88,;19/10/13;21/10/13
$1,879.48,;18/10/13;18/10/13
$1,880.91,;17/10/13;17/10/13
$1,883.70,;16/10/13;16/10/13
$1,883.65,;12/10/13;15/10/13
$1,885.84,;11/10/13;11/10/13
$1,894.06,;10/10/13;10/10/13
$1,889.17,;9/10/13;9/10/13
$1,885.19,;8/10/13;8/10/13
$1,886.78,;5/10/13;7/10/13
$1,889.95,;4/10/13;4/10/13
$1,884.97,;3/10/13;3/10/13
$1,893.77,;2/10/13;2/10/13
$1,908.29,;1/10/13;1/10/13
$1,914.65,;28/09/13;30/09/13
$1,899.10,;27/09/13;27/09/13
$1,893.42,;26/09/13;26/09/13
$1,888.14,;25/09/13;25/09/13
$1,892.89,;24/09/13;24/09/13
$1,889.12,;21/09/13;23/09/13
$1,887.30,;20/09/13;20/09/13
$1,911.30,;19/09/13;19/09/13
$1,914.12,;18/09/13;18/09/13
$1,917.03,;17/09/13;17/09/13
$1,919.54,;14/09/13;16/09/13
$1,919.25,;13/09/13;13/09/13
$1,923.64,;12/09/13;12/09/13
$1,935.55,;11/09/13;11/09/13
$1,946.06,;10/09/13;10/09/13
$1,947.99,;7/09/13;9/09/13
$1,952.11,;6/09/13;6/09/13
$1,938.99,;5/09/13;5/09/13
$1,946.28,;4/09/13;4/09/13
$1,935.43,;31/08/13;3/09/13
$1,943.04,;30/08/13;30/08/13
$1,939.85,;29/08/13;29/08/13
$1,938.26,;28/08/13;28/08/13
$1,922.96,;27/08/13;27/08/13
$1,911.16,;24/08/13;26/08/13
$1,921.99,;23/08/13;23/08/13
$1,929.75,;22/08/13;22/08/13
$1,922.73,;21/08/13;21/08/13
$1,907.06,;17/08/13;20/08/13
$1,901.03,;16/08/13;16/08/13
$1,883.15,;15/08/13;15/08/13
$1,882.36,;14/08/13;14/08/13
$1,868.90,;13/08/13;13/08/13
$1,873.92,;10/08/13;12/08/13
$1,877.23,;9/08/13;9/08/13
$1,882.01,;7/08/13;8/08/13
$1,883.24,;6/08/13;6/08/13
$1,891.67,;3/08/13;5/08/13
$1,896.65,;2/08/13;2/08/13
$1,896.15,;1/08/13;1/08/13
$1,890.33,;31/07/13;31/07/13
$1,888.95,;30/07/13;30/07/13
$1,886.26,;27/07/13;29/07/13
$1,887.40,;26/07/13;26/07/13
$1,891.02,;25/07/13;25/07/13
$1,886.06,;24/07/13;24/07/13
$1,880.87,;23/07/13;23/07/13
$1,884.01,;20/07/13;22/07/13
$1,883.29,;19/07/13;19/07/13
$1,873.25,;18/07/13;18/07/13
$1,878.42,;17/07/13;17/07/13
$1,893.16,;16/07/13;16/07/13
$1,905.25,;13/07/13;15/07/13
$1,910.79,;12/07/13;12/07/13
$1,920.24,;11/07/13;11/07/13
$1,920.12,;10/07/13;10/07/13
$1,926.84,;9/07/13;9/07/13
$1,927.40,;6/07/13;8/07/13
$1,915.45,;4/07/13;5/07/13
$1,919.42,;3/07/13;3/07/13
$1,929.00,;29/06/13;2/07/13
$1,922.63,;28/06/13;28/06/13
$1,921.86,;27/06/13;27/06/13
$1,928.27,;26/06/13;26/06/13
$1,942.97,;25/06/13;25/06/13
$1,941.06,;22/06/13;24/06/13
$1,937.26,;21/06/13;21/06/13
$1,900.87,;20/06/13;20/06/13
$1,902.47,;19/06/13;19/06/13
$1,883.57,;18/06/13;18/06/13
$1,882.38,;15/06/13;17/06/13
$1,895.01,;14/06/13;14/06/13
$1,897.53,;13/06/13;13/06/13
$1,907.12,;12/06/13;12/06/13
$1,898.80,;8/06/13;11/06/13
$1,907.88,;7/06/13;7/06/13
$1,899.08,;6/06/13;6/06/13
$1,894.40,;5/06/13;5/06/13
$1,907.76,;1/06/13;4/06/13
$1,891.48,;31/05/13;31/05/13
$1,894.13,;30/05/13;30/05/13
$1,897.10,;29/05/13;29/05/13
$1,874.10,;25/05/13;28/05/13
$1,864.02,;24/05/13;24/05/13
$1,850.55,;23/05/13;23/05/13
$1,846.76,;22/05/13;22/05/13
$1,842.59,;21/05/13;21/05/13
$1,841.35,;18/05/13;20/05/13
$1,838.82,;17/05/13;17/05/13
$1,843.75,;16/05/13;16/05/13
$1,838.63,;15/05/13;15/05/13
$1,834.83,;11/05/13;14/05/13
$1,833.07,;10/05/13;10/05/13
$1,830.70,;9/05/13;9/05/13
$1,827.13,;8/05/13;8/05/13
$1,831.42,;7/05/13;7/05/13
$1,835.88,;4/05/13;6/05/13
$1,836.34,;3/05/13;3/05/13
$1,825.83,;1/05/13;2/05/13
$1,828.79,;30/04/13;30/04/13
$1,833.70,;27/04/13;29/04/13
$1,830.84,;26/04/13;26/04/13
$1,836.79,;25/04/13;25/04/13
$1,838.03,;24/04/13;24/04/13
$1,841.14,;23/04/13;23/04/13
$1,835.57,;20/04/13;22/04/13
$1,847.02,;19/04/13;19/04/13
$1,846.46,;18/04/13;18/04/13
$1,833.98,;17/04/13;17/04/13
$1,834.86,;16/04/13;16/04/13
$1,827.79,;13/04/13;15/04/13
$1,823.84,;12/04/13;12/04/13
$1,821.20,;11/04/13;11/04/13
$1,813.11,;10/04/13;10/04/13
$1,817.66,;9/04/13;9/04/13
$1,826.88,;6/04/13;8/04/13
$1,829.01,;5/04/13;5/04/13
$1,819.93,;4/04/13;4/04/13
$1,817.14,;3/04/13;3/04/13
$1,823.12,;2/04/13;2/04/13
$1,832.20,;28/03/13;1/04/13
$1,828.95,;27/03/13;27/03/13
$1,825.79,;23/03/13;26/03/13
$1,822.78,;22/03/13;22/03/13
$1,812.35,;21/03/13;21/03/13
$1,809.83,;20/03/13;20/03/13
$1,809.58,;19/03/13;19/03/13
$1,804.06,;16/03/13;18/03/13
$1,797.28,;15/03/13;15/03/13
$1,798.56,;14/03/13;14/03/13
$1,801.64,;13/03/13;13/03/13
$1,801.20,;12/03/13;12/03/13
$1,800.45,;9/03/13;11/03/13
$1,803.65,;8/03/13;8/03/13
$1,808.00,;7/03/13;7/03/13
$1,809.65,;6/03/13;6/03/13
$1,813.53,;5/03/13;5/03/13
$1,816.48,;2/03/13;4/03/13
$1,814.28,;1/03/13;1/03/13
$1,816.42,;28/02/13;28/02/13
$1,818.54,;27/02/13;27/02/13
$1,806.11,;26/02/13;26/02/13
$1,800.70,;23/02/13;25/02/13
$1,798.21,;22/02/13;22/02/13
$1,791.33,;21/02/13;21/02/13
$1,794.63,;20/02/13;20/02/13
$1,785.41,;16/02/13;19/02/13
$1,783.19,;15/02/13;15/02/13
$1,777.72,;14/02/13;14/02/13
$1,783.20,;13/02/13;13/02/13
$1,784.71,;12/02/13;12/02/13
$1,790.61,;9/02/13;11/02/13
$1,795.21,;8/02/13;8/02/13
$1,791.24,;7/02/13;7/02/13
$1,789.09,;6/02/13;6/02/13
$1,785.92,;5/02/13;5/02/13
$1,776.20,;2/02/13;4/02/13
$1,775.65,;1/02/13;1/02/13
$1,773.24,;31/01/13;31/01/13
$1,776.09,;30/01/13;30/01/13
$1,779.84,;29/01/13;29/01/13
$1,779.25,;26/01/13;28/01/13
$1,779.73,;25/01/13;25/01/13
$1,778.69,;24/01/13;24/01/13
$1,776.96,;23/01/13;23/01/13
$1,767.74,;19/01/13;22/01/13
$1,767.78,;18/01/13;18/01/13
$1,775.15,;17/01/13;17/01/13
$1,769.88,;16/01/13;16/01/13
$1,758.45,;15/01/13;15/01/13
$1,762.38,;12/01/13;14/01/13
$1,761.50,;11/01/13;11/01/13
$1,767.96,;10/01/13;10/01/13
$1,771.31,;9/01/13;9/01/13
$1,767.54,;5/01/13;8/01/13
$1,760.83,;4/01/13;4/01/13
$1,759.97,;3/01/13;3/01/13
$1,768.23,;29/12/12;2/01/13
$1,771.54,;28/12/12;28/12/12
$1,771.49,;27/12/12;27/12/12
$1,773.44,;25/12/12;26/12/12
$1,779.79,;22/12/12;24/12/12
$1,788.87,;21/12/12;21/12/12
$1,790.46,;20/12/12;20/12/12
$1,794.14,;19/12/12;19/12/12
$1,796.98,;18/12/12;18/12/12
$1,798.37,;15/12/12;17/12/12
$1,795.05,;14/12/12;14/12/12
$1,796.31,;13/12/12;13/12/12
$1,801.50,;12/12/12;12/12/12
$1,799.40,;11/12/12;11/12/12
$1,797.45,;8/12/12;10/12/12
$1,803.69,;7/12/12;7/12/12
$1,811.05,;6/12/12;6/12/12
$1,813.57,;5/12/12;5/12/12
$1,813.73,;4/12/12;4/12/12
$1,813.72,;1/12/12;3/12/12
$1,817.93,;30/11/12;30/11/12
$1,825.08,;29/11/12;29/11/12
$1,823.54,;28/11/12;28/11/12
$1,824.12,;27/11/12;27/11/12
$1,820.18,;24/11/12;26/11/12
$1,815.76,;22/11/12;23/11/12
$1,815.58,;21/11/12;21/11/12
$1,817.67,;20/11/12;20/11/12
$1,823.46,;17/11/12;19/11/12
$1,822.61,;16/11/12;16/11/12
$1,818.20,;15/11/12;15/11/12
$1,819.30,;14/11/12;14/11/12
$1,816.99,;10/11/12;13/11/12
$1,814.21,;9/11/12;9/11/12
$1,814.83,;8/11/12;8/11/12
$1,814.99,;7/11/12;7/11/12
$1,828.80,;3/11/12;6/11/12
$1,825.50,;2/11/12;2/11/12
$1,831.25,;1/11/12;1/11/12
$1,829.89,;31/10/12;31/10/12
$1,830.45,;30/10/12;30/10/12
$1,823.18,;27/10/12;29/10/12
$1,816.97,;26/10/12;26/10/12
$1,817.25,;25/10/12;25/10/12
$1,816.60,;24/10/12;24/10/12
$1,802.91,;23/10/12;23/10/12
$1,798.42,;20/10/12;22/10/12
$1,797.66,;19/10/12;19/10/12
$1,798.53,;18/10/12;18/10/12
$1,797.81,;17/10/12;17/10/12
$1,797.68,;13/10/12;16/10/12
$1,797.68,;12/10/12;12/10/12
$1,799.78,;11/10/12;11/10/12
$1,798.32,;10/10/12;10/10/12
$1,795.40,;6/10/12;9/10/12
$1,797.68,;5/10/12;5/10/12
$1,800.43,;4/10/12;4/10/12
$1,798.86,;3/10/12;3/10/12
$1,797.97,;2/10/12;2/10/12
$1,800.52,;29/09/12;1/10/12
$1,798.08,;28/09/12;28/09/12
$1,799.55,;27/09/12;27/09/12
$1,795.69,;26/09/12;26/09/12
$1,799.29,;25/09/12;25/09/12
$1,796.75,;22/09/12;24/09/12
$1,798.98,;21/09/12;21/09/12
$1,795.66,;20/09/12;20/09/12
$1,800.19,;19/09/12;19/09/12
$1,799.77,;18/09/12;18/09/12
$1,789.54,;15/09/12;17/09/12
$1,799.57,;14/09/12;14/09/12
$1,802.22,;13/09/12;13/09/12
$1,795.40,;12/09/12;12/09/12
$1,802.23,;11/09/12;11/09/12
$1,797.35,;8/09/12;10/09/12
$1,804.09,;7/09/12;7/09/12
$1,814.06,;6/09/12;6/09/12
$1,824.81,;5/09/12;5/09/12
$1,825.21,;1/09/12;4/09/12
$1,830.50,;31/08/12;31/08/12
$1,833.14,;30/08/12;30/08/12
$1,828.99,;29/08/12;29/08/12
$1,821.44,;28/08/12;28/08/12
$1,814.83,;25/08/12;27/08/12
$1,808.33,;24/08/12;24/08/12
$1,812.88,;23/08/12;23/08/12
$1,815.80,;22/08/12;22/08/12
$1,822.59,;18/08/12;21/08/12
$1,825.52,;17/08/12;17/08/12
$1,817.18,;16/08/12;16/08/12
$1,800.81,;15/08/12;15/08/12
$1,792.86,;14/08/12;14/08/12
$1,791.61,;11/08/12;13/08/12
$1,788.08,;10/08/12;10/08/12
$1,788.03,;9/08/12;9/08/12
$1,785.29,;7/08/12;8/08/12
$1,786.06,;4/08/12;6/08/12
$1,790.97,;3/08/12;3/08/12
$1,787.51,;2/08/12;2/08/12
$1,790.74,;1/08/12;1/08/12
$1,789.02,;31/07/12;31/07/12
$1,791.12,;28/07/12;30/07/12
$1,789.22,;27/07/12;27/07/12
$1,799.48,;26/07/12;26/07/12
$1,797.33,;25/07/12;25/07/12
$1,790.39,;24/07/12;24/07/12
$1,775.80,;20/07/12;23/07/12
$1,778.28,;19/07/12;19/07/12
$1,778.97,;18/07/12;18/07/12
$1,778.42,;17/07/12;17/07/12
$1,780.21,;14/07/12;16/07/12
$1,790.12,;13/07/12;13/07/12
$1,787.72,;12/07/12;12/07/12
$1,785.06,;11/07/12;11/07/12
$1,790.25,;10/07/12;10/07/12
$1,785.25,;7/07/12;9/07/12
$1,774.37,;6/07/12;6/07/12
